country,year,region,startdate,startfrac,enddate,endfrac,protesterviolence,location,participants,participantsizeindicator,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7
Kyrgyzstan,2011,Asia,1/14/2011,2011.04,1/14/2011,2011.04,0,Bishkek  in front of parliament building,200,1,entrepreneurs who work at the osh market,"political behavior, process",removal of politician,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,1/24/2011,2011.06,1/24/2011,2011.06,0,Sokuluk village  suburb of Bishkek,100,1,drivers of fixed route taxis,labor wage dispute,,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,1/31/2011,2011.08,1/31/2011,2011.08,0,Bishkek,50,0,people from the talas region,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,2/5/2011,2011.1,2/5/2011,2011.1,0,Bishkek,300,1,representatives from the osh market,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,2/7/2011,2011.1,2/7/2011,2011.1,0,"southern Kyrgyzstan, Batken region",400,1,communist party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,3/1/2011,2011.16,3/1/2011,2011.16,1,"Nookat, Osh Region",700,1,supporters of the murdered local tax official,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2011,Asia,3/3/2011,2011.17,3/3/2011,2011.17,0,Bishkek,800,1,representatives from the osh market,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,3/17/2011,2011.21,3/17/2011,2011.21,1,Bishkek,200,1,representatives from the osh market,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2011,Asia,3/25/2011,2011.24,3/30/2011,2011.24,0,state prisons,100s,1,convicts in state prisons,police brutality,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2011,Asia,3/28/2011,2011.24,3/30/2011,2011.24,0,Ala Too Square in Bishkek,70,0,relatives of convicts in hunger strike,police brutality,"political behavior, process",,,arrests,,,,,,
Kyrgyzstan,2011,Asia,3/30/2011,2011.24,3/30/2011,2011.24,1,Bishkek,2000,3,representatives from the osh market,"political behavior, process",removal of politician,,,crowd dispersal,arrests,accomodation,,,,
Kyrgyzstan,2011,Asia,4/21/2011,2011.3,4/21/2011,2011.3,0,Bishkek,10s,0,united national movement government opposition,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,4/28/2011,2011.41,5/31/2011,2011.41,1,"Kochkor Ata, Dzhalal Abad Region",2000,3,oil workers,labor wage dispute,,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,5/14/2011,2011.36,5/14/2011,2011.36,0,Bishkek,500,1,united national movement,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,5/16/2011,2011.38,5/18/2011,2011.38,0,Dzhalal Abad,150,1,dzhalal abad state university students,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,6/6/2011,2011.43,6/6/2011,2011.43,0,Kochkor  eastern Kyrgyzstan,500,1,unspecified,removal of politician,,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,6/17/2011,2011.47,6/20/2011,2011.47,1,"Dzhalal Abad, Osh  south",6000,4,supporters of mp kamchybek tashiyev,"political behavior, process",removal of politician,,,accomodation,,,,,,
Kyrgyzstan,2011,Asia,6/21/2011,2011.49,6/28/2011,2011.49,0,Batken Region,10s,0,supporters of myrza asatov,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2011,Asia,6/30/2011,2011.49,6/30/2011,2011.49,0,Bishkek,100,1,victims of judge s ineptitude,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,7/7/2011,2011.51,7/7/2011,2011.51,0,Dzhalal Abad,150,1,supporters of the acting mayor,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,7/8/2011,2011.52,7/8/2011,2011.52,0,Bishkek,250,1,unspecified,removal of politician,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2011,Asia,7/11/2011,2011.52,7/11/2011,2011.52,0,Dzhalal Abad,200,1,supporters of the former mayor,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,7/11/2011,2011.52,7/11/2011,2011.52,0,Dzhalal Abad,50,0,activists from chuy region,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,8/8/2011,2011.6,8/9/2011,2011.6,0,Bishkek,150,1,residents of ak jar,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,8/15/2011,2011.62,8/15/2011,2011.62,1,Bishkek,300,1,opponents of bakiyev,"political behavior, process",removal of politician,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,8/26/2011,2011.65,8/26/2011,2011.65,1,Naryn Region,400,1,local residents,"political behavior, process",land farm issue,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,10/6/2011,2011.76,10/6/2011,2011.76,0,Bishkek,400,1,"for the lustration of judges, meken sheyitter, aykol ala too","political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,10/31/2011,2011.83,10/31/2011,2011.83,0,the Bishkek Osh road,300,1,kamchybek tashiyev s supporters,"political behavior, process",,,,accomodation,,,,,,
Kyrgyzstan,2011,Asia,11/2/2011,2011.85,11/9/2011,2011.85,0,"Bishkek, Osh  south Kyrgyzstan , Dzhalal Abad  southwest Kyrgyzstan",600,1,supporters of adahan madumarov and kamchybek tashiyev,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,12/11/2011,2011.95,12/13/2011,2011.95,1,"Osh, Bishkek",1000,2,supporters of parliament speaker akhmatbek keldibekov,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2011,Asia,12/13/2011,2011.95,12/13/2011,2011.95,0,state prisons,100s,1,inmates from state prisons,police brutality,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2011,Asia,12/15/2011,2011.95,12/15/2011,2011.95,1,Bishkek,200,1,businessmen who lost businesses during 2010 ethnic clashes,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2011,Asia,12/27/2011,2011.99,12/27/2011,2011.99,0,Bishkek,100,1,resident of bishkek,"political behavior, process",,,,accomodation,,,,,,
Kyrgyzstan,2012,Asia,1/12/2012,2012.03,1/12/2012,2012.03,0,Bishkek,10s,0,kyrgyz patriotic forces public movement,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,1/16/2012,2012.04,1/17/2012,2012.04,1,state prisons,100s,1,inmates from state prisons,police brutality,"political behavior, process",,,killings,beatings,crowd dispersal,,,,
Kyrgyzstan,2012,Asia,1/17/2012,2012.04,1/17/2012,2012.04,0,Batken Region,100s,1,supporters of governor arzybek burkanov,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,1/20/2012,2012.07,1/28/2012,2012.07,0,state prisons nationwide,6500,4,crime bosses,police brutality,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2012,Asia,1/25/2012,2012.07,1/25/2012,2012.07,0,Bishkek,100,1,relatives of convicts in hunger strike,police brutality,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2012,Asia,2/1/2012,2012.08,2/1/2012,2012.08,0,Tash Kumyr,200,1,residents of tash kumyr,removal of politician,,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,2/1/2012,2012.09,2/2/2012,2012.09,1,Batken Region,600,1,supporters of governor arzybek burkanov,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2012,Asia,2/7/2012,2012.1,2/7/2012,2012.1,0,Osh,100,1,residents of kara suu district,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,2/29/2012,2012.16,2/29/2012,2012.16,0,Bishkek,50,0,students from the kant medical institute,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,3/1/2012,2012.16,3/1/2012,2012.16,0,Osh,2000,3,government opposition parties,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,3/5/2012,2012.17,3/5/2012,2012.17,1,Karakol,300,1,residents of karakol,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2012,Asia,3/7/2012,2012.18,3/7/2012,2012.18,0,Tokmak  northern Kygryzstan,200,1,unspecified,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,3/14/2012,2012.2,3/14/2012,2012.2,0,Osh,1000,2,unspecified,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,3/19/2012,2012.21,3/19/2012,2012.21,0,"Karakol, Bishkek",100,1,those who disagreed with election results,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,3/23/2012,2012.22,3/23/2012,2012.22,0,Bishkek,10s,0,the trade union,labor wage dispute,,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,4/10/2012,2012.27,4/10/2012,2012.27,0,Dzhalal Abad,1000s,3,"the party of communists of kyrgyzstan, ata jurt and butun kyrgyzstan","political behavior, process","price increases, tax policy",,,ignore,,,,,,
Kyrgyzstan,2012,Asia,4/14/2012,2012.28,4/14/2012,2012.28,0,Batken Region,200,1,a group of young people,removal of politician,,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,6/19/2012,2012.46,6/19/2012,2012.46,0,Bishkek,50,0,journalism department of the state polytechnical university,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,6/25/2012,2012.49,6/27/2012,2012.49,0,Naryn Region,100,1,supporters of mp and former bishkek mayor nariman tyuleyev,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,7/5/2012,2012.51,7/6/2012,2012.51,1,Bishkek,1000,2,traders from the osh market,land farm issue,removal of politician,,,arrests,,,,,,
Kyrgyzstan,2012,Asia,8/28/2012,2012.66,8/28/2012,2012.66,0,Bishkek,10s,0,the opposition movement for kyrgyzstan s salvation,land farm issue,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2012,Asia,9/3/2012,2012.67,9/3/2012,2012.67,0,Bishkek,50,0,various non governmental organizations,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,9/5/2012,2012.68,9/5/2012,2012.68,0,Bishkek,100,1,unspecified,removal of politician,,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,9/17/2012,2012.72,9/19/2012,2012.72,1,Bishkek,70,0,emergency committee opposition bloc for kyrgyzstan s salvation,labor wage dispute,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2012,Asia,9/25/2012,2012.73,9/25/2012,2012.73,0,"Nookat, Osh Region",2000,3,residents of nookat district,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,9/25/2012,2012.73,9/25/2012,2012.73,1,"Ala Buka District, Dzhalal Abad Region",50,0,residents of ala buka district,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,10/3/2012,2012.75,10/3/2012,2012.75,1,Bishkek,400,1,nationalist politicians sapar zhaparov and kamchibek tashiyev,"political behavior, process",land farm issue,,,arrests,shootings,crowd dispersal,,,,
Kyrgyzstan,2012,Asia,10/4/2012,2012.76,10/6/2012,2012.76,0,Dzhalal Abad,100,1,ata jurt nationalist opposition party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,10/8/2012,2012.77,10/8/2012,2012.77,0,"Dzhalal Abad, southwestern Kyrgyzstan",2000,3,opposition ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,10/11/2012,2012.78,10/11/2012,2012.78,1,Osh,300,1,ata jurt party,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2012,Asia,10/16/2012,2012.79,10/16/2012,2012.79,0,Dzhalal Abad,3000,3,ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,10/17/2012,2012.79,10/17/2012,2012.79,0,Bishkek,10s,0,relatives and supporters of arrested mps,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2012,Asia,12/4/2012,2012.92,12/4/2012,2012.92,0,state prison   Karacol,79,0,detainees,police brutality,,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,1/7/2013,2013.02,1/7/2013,2013.02,0,Bishkek,50,0,unspecified,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,1/22/2013,2013.06,1/22/2013,2013.06,0,"Kara Kuldzha and Uzgen Districts and Uzgen, Osh region",600,1,ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,1/30/2013,2013.08,1/30/2013,2013.08,0,Dzhalal Abad,200,1,relatives of the victims of ethnic clashes,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2013,Asia,1/31/2013,2013.08,1/31/2013,2013.08,0,Dzhalal Abad,800,1,ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,2/6/2013,2013.1,2/6/2013,2013.1,1,Dzhalal Abad,10s,0,victims of june ethnic clashes,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,2/7/2013,2013.1,2/7/2013,2013.1,0,"Mayly Suu, Dzhalal Abad Region",200,1,ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,2/13/2013,2013.12,2/13/2013,2013.12,0,Bishkek,2000,3,ata meken party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,2/17/2013,2013.13,2/19/2013,2013.13,0,"Barpy, Suzak District",200,1,young people sporstmen,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,3/5/2013,2013.24,3/30/2013,2013.24,0,Dzhalal Abad; Naryn,100s,1,ata jurt party,"political behavior, process",land farm issue,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,3/12/2013,2013.19,3/12/2013,2013.19,0,Bishkek,100s,1,kyrgyz youth,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,3/22/2013,2013.22,3/22/2013,2013.22,0,Bishkek,100,1,association of freight carriers,labor wage dispute,,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,3/29/2013,2013.24,3/30/2013,2013.24,1,Bishkek,400,1,ata jurt party,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2013,Asia,4/3/2013,2013.25,4/3/2013,2013.25,0,"Ala Buka District, Dzhalal Abad Region",200,1,residents in ala buka district,removal of politician,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2013,Asia,4/15/2013,2013.28,4/15/2013,2013.28,0,"Uzgen District, Osh Region",50,0,ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,4/17/2013,2013.29,4/17/2013,2013.29,0,Bishkek,50,0,truck drivers,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,4/22/2013,2013.3,4/22/2013,2013.3,0,Dzhalal Abad,200,1,ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,4/24/2013,2013.31,4/24/2013,2013.31,0,Bishkek,1000,2,opposition movement voice of people el unu,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,5/7/2013,2013.35,5/7/2013,2013.35,0,Osh,400,1,unspecified,land farm issue,,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,5/21/2013,2013.38,5/21/2013,2013.38,0,Naryn town,200,1,supporters of kanatbek muratbekov,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,5/28/2013,2013.41,5/31/2013,2013.41,1,"Jeti Oguz District , Issyk Kul Region",2000,3,unspecified,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Kyrgyzstan,2013,Asia,5/31/2013,2013.42,6/5/2013,2013.42,1,Dzhalal Abad,1500,2,ata jurt party,"political behavior, process",,,,accomodation,,,,,,
Kyrgyzstan,2013,Asia,6/17/2013,2013.46,6/17/2013,2013.46,0,Dzhalal Abad,300,1,ata jurt party,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,6/27/2013,2013.48,6/27/2013,2013.48,0,"Jeti Oguz District, Issyk Kul Region",1000,2,unspecified,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,7/7/2013,2013.54,7/17/2013,2013.54,0,"Kara Buura District, Talas Region",200,1,residents of kara buura district,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,8/29/2013,2013.66,8/29/2013,2013.66,0,"Saruu and Kyzyl Suu, Issyk Kul Region",150,1,supporters of bakhtiyar kurmanov and ermek dzhunushbayev,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,9/17/2013,2013.71,9/17/2013,2013.71,0,"Jeti Oguz District , Issyk Kul Region",200,1,supporters of bakhtiyar kurmanov and ermek dzhunushbayev,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,10/7/2013,2013.77,10/9/2013,2013.77,1,"Karakol and Saruu, Issyk Kul Region",350,1,unspecified,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Kyrgyzstan,2013,Asia,10/10/2013,2013.77,10/10/2013,2013.77,0,Talas Region,150,1,several nationalist and opposition political movements,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,10/23/2013,2013.81,10/23/2013,2013.81,0,"Jeti Oguz District , Issyk Kul Region",1300,2,local residents,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,11/22/2013,2013.9,11/25/2013,2013.9,1,Bishkek and Osh,680,1,supporters of of akhmatbek keldibekov,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2013,Asia,11/26/2013,2013.91,11/28/2013,2013.91,1,"Jeti Oguz District , Issyk Kul Region",150,1,residents of the village of saruu,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,12/2/2013,2013.92,12/2/2013,2013.92,0,"Osh town, Osh region",3000,3,supporters of arrested mp akhmatbek keldibekov,removal of politician,"political behavior, process",,,ignore,,,,,,
Kyrgyzstan,2013,Asia,12/6/2013,2013.93,12/6/2013,2013.93,0,"Jeti Oguz District, Issyk Kul Region",10s,0,local residents,police brutality,,,,ignore,,,,,,
Kyrgyzstan,2013,Asia,12/6/2013,2013.93,12/6/2013,2013.93,0,"Osh City, Osh region",500,1,supporters of ahmatbek keldibekov and melis myrzakmatov,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2014,Asia,1/16/2014,2014.04,1/16/2014,2014.04,1,Osh,>50,0,supporters and followers of the defeated ex mayor melis myrzakmatov,"political behavior, process",,,,crowd dispersal,,,,,,
Kyrgyzstan,2014,Asia,4/3/2014,2014.25,4/3/2014,2014.25,1,Boo Terek Village  Bakay Ata District,>50,0,boo terek villagers,"political behavior, process",land farm issue,,,crowd dispersal,accomodation,,,,,
Kyrgyzstan,2016,Asia,3/14/2016,2016.2,3/14/2016,2016.2,0,Jalal Abad; Kerben; Talas region,Hundreds,1,national opposition movement,"price increases, tax policy",,,,ignore,,,,,,
Kyrgyzstan,2018,Asia,6/6/2018,2018.43,6/6/2018,2018.43,0,Bishkek,1000,2,women; students,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2019,Asia,1/17/2019,2019.04,1/17/2019,2019.04,0,Bishkek,200,1,protesters,"political behavior, process",,,,arrests,,,,,,
Kyrgyzstan,2019,Asia,11/25/2019,2019.9,11/25/2019,2019.9,0,Bishkek,1000,2,protesters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2020,Asia,2/17/2020,2020.13,2/17/2020,2020.13,0,Bishkek,1000,2,protesters,"political behavior, process",,,,ignore,,,,,,
Kyrgyzstan,2020,Asia,3/2/2020,2020.17,3/2/2020,2020.17,1,Bishkek,1000,2,nationalists,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Kyrgyzstan,2020,Asia,3/8/2020,2020.18,3/8/2020,2020.18,0,Bishkek,hundreds,1,women,"political behavior, process",social restrictions,,,arrests,,,,,,
Uzbekistan,1990,Asia,2/3/1990,1990.09,2/3/1990,1990.09,1,Parkent,3000,3,protesters,"political behavior, process",,,,shootings,killings,,,,,
Uzbekistan,1990,Asia,12/2/1990,1990.92,12/3/1990,1990.92,1,Namangan,3000,3,protesters,"political behavior, process",,,,shootings,crowd dispersal,,,,,
Uzbekistan,1992,Asia,1/16/1992,1992.04,1/16/1992,1992.04,0,Tashkent,3000,3,students,"price increases, tax policy",,,,killings,arrests,accomodation,,,,
Uzbekistan,1995,Asia,4/7/1995,1995.26,4/7/1995,1995.26,0,Kokand,100,1,protesters,police brutality,,,,accomodation,crowd dispersal,arrests,,,,
Uzbekistan,2001,Asia,7/2/2001,2001.5,7/2/2001,2001.5,0,Andijan and Tashkent,100,1,women,police brutality,,,,arrests,,,,,,
Uzbekistan,2002,Asia,1/4/2002,2002.01,1/4/2002,2002.01,0,Bagys and Turkestanets,500,1,villagers,"political behavior, process",,,,crowd dispersal,arrests,,,,,
Uzbekistan,2002,Asia,7/26/2002,2002.56,7/26/2002,2002.56,0,Tashkent,1000,2,traders,"price increases, tax policy",,,,ignore,,,,,,
Uzbekistan,2003,Asia,4/2/2003,2003.25,4/2/2003,2003.25,0,Samarkand,2000,3,students,"political behavior, process",,,,ignore,,,,,,
Uzbekistan,2003,Asia,7/31/2003,2003.64,8/21/2003,2003.64,0,Fergana,1400,2,workers of a state owned chemical factory,labor wage dispute,,,,ignore,accomodation,,,,,
Uzbekistan,2003,Asia,10/1/2003,2003.75,10/1/2003,2003.75,0,Tashkent,100,1,vendors,"political behavior, process",,,,ignore,,,,,,
Uzbekistan,2004,Asia,6/29/2004,2004.49,6/29/2004,2004.49,0,Jomboy,300,1,navoiy cooperative farm,land farm issue,,,,crowd dispersal,,,,,,
Uzbekistan,2004,Asia,9/5/2004,2004.68,9/5/2004,2004.68,0,Tashkent,1000,2,women,"political behavior, process",,,,ignore,,,,,,
Uzbekistan,2004,Asia,9/9/2004,2004.69,9/9/2004,2004.69,0,Andijon,600,1,women,"price increases, tax policy",,,,crowd dispersal,,,,,,
Uzbekistan,2004,Asia,10/1/2004,2004.75,10/2/2004,2004.75,1,"Kokand, Buxoro and Jizzax",4000,3,traders,"price increases, tax policy",,,,crowd dispersal,,,,,,
Uzbekistan,2004,Asia,11/25/2004,2004.9,11/25/2004,2004.9,0,Beruniy,500,1,villagers,social restrictions,,,,ignore,,,,,,
Uzbekistan,2004,Asia,12/9/2004,2004.94,12/9/2004,2004.94,0,Andijon,50,0,protesters,"political behavior, process",,,,ignore,,,,,,
Uzbekistan,2005,Asia,1/6/2005,2005.01,1/6/2005,2005.01,0,Shahrixo,50,0,traders,"price increases, tax policy",,,,crowd dispersal,,,,,,
Uzbekistan,2005,Asia,1/24/2005,2005.06,1/24/2005,2005.06,0,Andijon,150,1,villagers,social restrictions,,,,accomodation,,,,,,
Uzbekistan,2005,Asia,2/1/2005,2005.08,2/1/2005,2005.08,0,Samarqand,1000,2,villagers,social restrictions,,,,ignore,,,,,,
